"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000181577",644.480952766201,6.62786899165101,0.652857369506608,6.18862425577596e-26,4.02409957210922e-23
"ENSG00000171227",500.823961526742,-3.43163498139979,0.338935579986917,1.8179230517394e-25,1.14268583288833e-22
"ENSG00000172159",229.494314800091,-3.64519346952018,0.369256683054571,2.96550125531173e-24,1.80388571520688e-21
"ENSG00000044012",187.518655957947,-6.954538407321,0.723941996148833,9.11032657301894e-24,5.36854463085682e-21
"ENSG00000127564",323.155282569648,3.23963582054501,0.334718109825799,1.2178222638087e-23,6.95893164504262e-21
"ENSG00000142959",621.119816870875,-6.8601342141252,0.717196034641307,1.54160273040018e-23,8.55000079034004e-21
"ENSG00000165072",96.5903256526301,-5.60933342098783,0.580156452502493,2.37088701323765e-23,1.2773661831035e-20
"ENSG00000163815",419.681434075883,-4.85182300241962,0.502854031373816,4.36831388081554e-23,2.28814707918163e-20
"ENSG00000101057",1034.68034427749,3.14567326428252,0.330258788921354,4.82174223958369e-23,2.45739441653594e-20
"ENSG00000171714",78.7715642682333,-4.97948922723053,0.518755355636789,6.80875382364276e-23,3.37875449611662e-20
"ENSG00000101412",425.319007386289,2.27260730657399,0.240542996458662,8.96727562078021e-23,4.33579272771929e-20
"ENSG00000111846",113.113683112304,-4.24533417395873,0.444061545821918,9.74313005878814e-23,4.5931550879642e-20
"ENSG00000169432",134.679520271122,-4.75860543357768,0.499042431932152,1.32154753794336e-22,6.07815168853611e-20
"ENSG00000165816",323.837934567542,3.59063911370212,0.37922707754312,1.40687950156664e-22,6.31655399072434e-20
"ENSG00000123560",103.434650712239,-6.42820208053434,0.685108395823651,1.54086662777434e-22,6.75723767440484e-20
"ENSG00000197273",1144.31025106842,-6.60346078242579,0.71348711366207,4.08509405178982e-22,1.75074133033183e-19
"ENSG00000187498",6571.43325449293,3.49971690327143,0.375357976012139,4.96995570388619e-22,2.08263232684849e-19
"ENSG00000078098",139.474398181963,4.48406781694762,0.481969222340351,1.18345706621057e-21,4.85140215163753e-19
"ENSG00000160712",445.552463356489,-2.5403565428585,0.277867335372929,1.29113743934193e-21,5.18020823269592e-19
"ENSG00000136546",82.6281355281842,-5.3534671265156,0.593746088027867,1.31486966527935e-20,5.16552026628597e-18
"ENSG00000129167",115.574438884577,-6.17499539556183,0.695068137016481,2.04347890778796e-20,7.86405750288931e-18
"ENSG00000196196",195.933380457632,-3.84078738588781,0.430038457258115,2.57704884345471e-20,9.7190820082051e-18
"ENSG00000242515",246.508301809972,-5.86420063715875,0.662790550493761,3.93049310976623e-20,1.45328056021298e-17
"ENSG00000168016",902.409145314822,-2.87562960698655,0.328867195095119,5.02826258583214e-20,1.82342206886609e-17
"ENSG00000146670",494.237228400987,2.30423569032372,0.264117845511796,6.65586784122748e-20,2.3681075449439e-17
"ENSG00000103375",2360.52153354548,-8.27229083623109,0.980728623176987,7.06963826167796e-20,2.46874386482336e-17
"ENSG00000170382",288.182003418292,-4.80990514697285,0.543910508977005,7.81686713003201e-20,2.64845598382908e-17
"ENSG00000164342",256.42199919108,-3.45510482419371,0.394375189205083,7.86517129418404e-20,2.64845598382908e-17
"ENSG00000183034",243.203074989647,-8.71198021571534,1.04452211211002,9.91130483524491e-20,3.27890307505637e-17
"ENSG00000275395",10526.873080852,-5.33334963366944,0.609581553901109,1.44785084998899e-19,4.67522634664526e-17
"ENSG00000187699",767.407746071667,-5.43847537990348,0.622247107390061,1.46279023414154e-19,4.67522634664526e-17
"ENSG00000011426",748.354831796618,2.82209582584836,0.329960319941132,2.59979414329802e-19,8.1707196933618e-17
"ENSG00000135549",549.833567140899,-4.6556854490266,0.536448098828643,3.37196041567498e-19,1.04237799276038e-16
"ENSG00000089199",86.7365341121181,-5.23876072244121,0.606751869278994,4.18309586473499e-19,1.27226836647271e-16
"ENSG00000164283",118.6144310751,5.21892673227319,0.607669726032612,6.27785640805402e-19,1.87907203629642e-16
"ENSG00000276043",533.81975033157,2.81069990609242,0.333740966339106,7.97294478973401e-19,2.34915343593772e-16
"ENSG00000101189",479.037265021968,1.6746766481091,0.197846359571849,9.00206586903855e-19,2.58564964301602e-16
"ENSG00000242366",66.3593756741828,-6.29340261957559,0.746254810396897,9.04984230996753e-19,2.58564964301602e-16
"ENSG00000186198",318.468095566131,-3.84129021067938,0.453716760234691,1.4932729043552e-18,4.20278315782478e-16
"ENSG00000138600",1267.65658058615,-1.67680109482671,0.199638509347884,1.5694605178933e-18,4.29110527138284e-16
"ENSG00000165905",337.694822221648,5.46020653759483,0.645128094470284,1.57016632404633e-18,4.29110527138284e-16
"ENSG00000154822",299.581562321908,-2.41803273522447,0.29015172577191,1.76250490752791e-18,4.74793643446483e-16
"ENSG00000141338",392.333240797449,-5.11939736597152,0.605420627015746,2.04933691536669e-18,5.44286566381263e-16
"ENSG00000115263",411.570785620835,-7.42929985081495,0.912260683851364,2.31236708293812e-18,6.0561536226339e-16
"ENSG00000196660",96.8034948449565,-7.47710620311946,0.919904161905395,2.46839943451911e-18,6.37624768996259e-16
"ENSG00000134013",691.540293886759,2.95478473737347,0.357656119250235,3.37399763678089e-18,8.59776668064557e-16
"ENSG00000197766",867.212474813303,-4.33490510639699,0.516810966671471,3.87916361668076e-18,9.68268500960554e-16
"ENSG00000186188",224.141967867459,-4.89002576263756,0.582896111116057,3.90244503754585e-18,9.68268500960554e-16
"ENSG00000006327",450.024800908657,3.5450743745426,0.427086259138992,4.5061848852556e-18,1.10354712183461e-15
"ENSG00000139515",221.894903984466,6.2060840343536,0.754462324661274,5.70146997492069e-18,1.37836691432153e-15
"ENSG00000278535",1021.21758598263,-2.18278664471299,0.269459137254582,1.50909076629627e-17,3.6021423519049e-15
"ENSG00000104267",4989.92768318439,-4.67431582887991,0.568091937543474,1.53979547419657e-17,3.62949040711558e-15
"ENSG00000167767",247.662550033716,6.30135540936762,0.781106384334529,1.87361323235204e-17,4.36181786697067e-15
"ENSG00000136044",1527.77832305414,-1.71283595029204,0.212999889017057,3.07900867261265e-17,7.08059348042155e-15
"ENSG00000169764",3348.92461132818,-1.99657772320004,0.250375174086183,4.97531393666229e-17,1.13035536028483e-14
"ENSG00000170915",1611.76688144712,-2.4847291513841,0.318760535958183,1.38654387262752e-16,3.11262592930205e-14
"ENSG00000091651",214.00547514268,1.93170654284671,0.246384206122401,1.50743848302583e-16,3.34420793816684e-14
"ENSG00000103253",132.191891660041,3.54093940026395,0.450667493894156,1.64122635516968e-16,3.59867504412031e-14
"ENSG00000172164",896.24831288126,2.03620861869516,0.260656003684157,1.75563235687182e-16,3.805282684314e-14
"ENSG00000114200",71.1053463703618,-3.83671645149186,0.48953270658555,2.53753200156605e-16,5.43752738108307e-14
"ENSG00000129474",321.482317866187,3.09992530155851,0.400749428028677,2.6948150966677e-16,5.70967733459132e-14
"ENSG00000148848",208.104633256255,4.73879858718248,0.603139083353712,3.05644645376504e-16,6.40393453096083e-14
"ENSG00000094804",527.415031330082,2.38866687542659,0.310572104728347,3.31528699369352e-16,6.86993042198668e-14
"ENSG00000152763",131.525465180613,-3.56156996953268,0.461396355922159,4.93352389614863e-16,1.0063453926418e-13
"ENSG00000079689",83.1205963038996,-6.65703016385489,0.876400691866946,4.96315010424178e-16,1.0063453926418e-13
"ENSG00000088992",263.853335499805,4.20179880400036,0.54016241320219,5.10070763955653e-16,1.02323451020338e-13
"ENSG00000106809",181.908631944426,-5.10443068981376,0.658816963025864,6.51910922211845e-16,1.29400886948934e-13
"ENSG00000165891",110.163113016809,2.79829600434422,0.368626787257246,6.72271223614658e-16,1.32052275663558e-13
"ENSG00000062282",396.085687010036,2.7518588069148,0.364137694937925,8.60133075246898e-16,1.67211643298255e-13
"ENSG00000211664",99.8238255128797,-4.65857425372287,0.606188335989538,1.16841944181144e-15,2.24825361369778e-13
"ENSG00000099834",2830.55557297227,-2.69826706168987,0.359921742123635,1.35114548471324e-15,2.57359095002399e-13
"ENSG00000184434",1071.77304715784,-3.16901915001343,0.421913335507812,1.61805940892128e-15,3.05117462740286e-13
"ENSG00000147883",1079.75540930875,-4.16209546149825,0.546584538139207,1.76917717291216e-15,3.30310633164403e-13
"ENSG00000253958",511.981814123844,-2.69845681939869,0.363010079980212,2.18293556215846e-15,4.03564861721786e-13
"ENSG00000103257",1474.87284434189,4.04217895855841,0.534333655849427,2.41272112905486e-15,4.41715362432889e-13
"ENSG00000131096",210.869777622635,-7.55832749815944,1.04659094952222,2.47363875074438e-15,4.48513518488335e-13
"ENSG00000186185",294.53444114735,2.35757076284021,0.320167831091101,4.12908465835235e-15,7.41544280024288e-13
"ENSG00000179914",1346.78431778443,-6.75142837887508,0.928541874638886,4.99300070496698e-15,8.87807002638739e-13
"ENSG00000118777",222.994702330202,-4.42125013071743,0.590377614297552,5.03767032308135e-15,8.87807002638739e-13
"ENSG00000134871",5643.4932576677,2.58172613334757,0.354523458716856,6.79910916047971e-15,1.18713705036265e-12
"ENSG00000082397",572.10260554184,-2.87240972358404,0.394862080934463,7.57385078123423e-15,1.31027618515352e-12
"ENSG00000073737",504.142188641909,-4.92096886233549,0.662591591739518,7.94569901485623e-15,1.36210951202858e-12
"ENSG00000132465",27125.0868273197,-4.64584709389276,0.62832612058196,1.0481894589527e-14,1.76705513601926e-12
"ENSG00000145384",510.256401828836,-5.72903209522758,0.782075715679757,1.0495316075418e-14,1.76705513601926e-12
"ENSG00000163347",669.106497467485,3.92530685932292,0.535287605968633,1.25258065219522e-14,2.09025781933144e-12
"ENSG00000071539",282.444711123597,3.0599794845926,0.42688674854644,1.87089178440021e-14,3.09468477003814e-12
"ENSG00000179915",50.1722780126735,-6.28297659865147,0.883432434045637,2.79438276521253e-14,4.58205876553153e-12
"ENSG00000170419",56.0758083192477,-6.77764555649905,0.967440374142087,3.23854706382485e-14,5.26459327435734e-12
"ENSG00000188738",168.004589323114,-3.24544438339187,0.457202495585878,3.64768747644765e-14,5.87901220028832e-12
"ENSG00000154265",540.710138107604,-2.73540732869028,0.388762639229163,4.07759936440138e-14,6.5162111198743e-12
"ENSG00000006704",658.805751864117,2.04708262305323,0.289060594702792,4.15879273991253e-14,6.59011384004459e-12
"ENSG00000127586",463.985372016689,2.12611386551272,0.301793185186914,5.0837385966217e-14,7.98867155970796e-12
"ENSG00000205413",576.774023716097,-3.03924016269046,0.433435387949935,5.64681517796944e-14,8.80016477776609e-12
"ENSG00000175832",850.822403340031,4.50354439584116,0.629112693766745,5.72773930984621e-14,8.85311312834181e-12
"ENSG00000116748",43.7233768839112,-5.68470141490351,0.802950930334336,6.41141231537687e-14,9.82926845780989e-12
"ENSG00000203499",325.106583050267,2.48521033080128,0.356428631344055,6.59987552469965e-14,1.00366010297791e-11
"ENSG00000138744",856.470485006457,-2.35244901545571,0.337549974119499,7.27193064966427e-14,1.09701437008575e-11
"ENSG00000144063",1954.65769877522,-2.64795270633116,0.381645167775167,8.1155949921032e-14,1.21456964100071e-11
"ENSG00000178773",418.794920907682,5.3650074653272,0.761155876450772,1.00947189536759e-13,1.48436096136639e-11
"ENSG00000134201",40.3986539556443,-3.72455687445897,0.530646918214591,1.01521071258701e-13,1.48436096136639e-11
"ENSG00000103888",900.174284955804,3.86194373292689,0.548967721518422,1.01544553224938e-13,1.48436096136639e-11
"ENSG00000060718",341.877979992895,5.41887996045804,0.771674385539502,1.17333232979609e-13,1.70196367253576e-11
"ENSG00000006118",437.859980613373,2.82684915011245,0.410464735367451,1.20402730734554e-13,1.73315594920724e-11
"ENSG00000169429",2550.83942327562,6.33682569697261,0.91967388707371,1.24501720815491e-13,1.77858253743766e-11
"ENSG00000113594",203.721851596802,-3.03520517168145,0.440255924986829,1.29054941588366e-13,1.82976619062543e-11
"ENSG00000148483",690.392963880131,-4.00704598403422,0.571274618089999,1.30073081580164e-13,1.83043888011728e-11
"ENSG00000164889",1847.38493499872,1.78054262650715,0.256796945612937,1.31308715306983e-13,1.83413958855094e-11
"ENSG00000273604",160.222338735408,3.89710260458363,0.557132417721814,1.37971824192004e-13,1.91304021234457e-11
"ENSG00000164932",247.504924494901,3.74779342552495,0.538493542798414,1.56557283529604e-13,2.15489101862609e-11
"ENSG00000128595",2234.15864340009,1.68636523859383,0.244351001606796,1.61961301832695e-13,2.21311903526024e-11
"ENSG00000156284",658.810176709238,-6.34352421927646,0.927622369758012,1.76424834401928e-13,2.39221540530065e-11
"ENSG00000152785",337.735252742427,-6.80011842782669,1.00664513588085,1.77605216493658e-13,2.39221540530065e-11
"ENSG00000172380",2329.91522015549,-1.81238898152179,0.263206773416675,1.82869333593164e-13,2.44565037132361e-11
"ENSG00000134028",2651.45598179513,-4.02560680737655,0.578675379119147,1.9661448027956e-13,2.6109572215716e-11
"ENSG00000172594",1009.04470692743,-3.5331319185701,0.51235131479415,2.00720132914319e-13,2.64683884361211e-11
"ENSG00000186715",315.628226113342,-4.66161201759924,0.669961546496198,2.37595547720602e-13,3.11134669678292e-11
"ENSG00000175063",776.741919552665,2.32300025384939,0.341747008874746,2.45925536615103e-13,3.19821920272483e-11
"ENSG00000036672",69.0312045769007,-4.49014779670996,0.646885215260565,2.63127613166618e-13,3.39849137087871e-11
"ENSG00000139433",762.182010640476,-1.36747969214469,0.200614286643797,2.72263298203782e-13,3.49256395525762e-11
"ENSG00000040199",900.402524984128,-2.58852398376411,0.383379924788832,2.98737681849672e-13,3.80628139637788e-11
"ENSG00000211976",190.343288515727,-3.95652232476734,0.575907378547297,3.4123139090341e-13,4.31852371695679e-11
"ENSG00000156966",1577.59907312855,-5.09041234862816,0.740042978976633,3.77444191549334e-13,4.74497674669719e-11
"ENSG00000211890",15201.6054896348,-4.21538242374168,0.619030621278307,5.95200773001391e-13,7.43291455396505e-11
"ENSG00000160957",684.769874360729,2.55299033630472,0.384193731509017,6.22738753238268e-13,7.72564780908817e-11
"ENSG00000176641",318.230828617022,-2.87667943476426,0.433751350621552,7.07989466293638e-13,8.72585448751577e-11
"ENSG00000114698",408.744338533043,-2.07741232354895,0.312278064600469,7.92520530637022e-13,9.70425951053398e-11
"ENSG00000111206",685.038462095413,2.0875285817718,0.313917005938525,8.00080629557628e-13,9.7336260848827e-11
"ENSG00000179314",270.351059064798,-3.56745916879239,0.532788953237618,8.09579315511465e-13,9.78604945679468e-11
"ENSG00000078804",1207.14646443599,-2.57019005534006,0.389725728712674,8.69879825756857e-13,1.04479769899981e-10
"ENSG00000198759",46.6043485195425,5.40113685624881,0.803559524983092,9.32279978997014e-13,1.11265845341435e-10
"ENSG00000139289",1038.79277811476,2.97782453970318,0.452108476111687,1.01555751575673e-12,1.20442566507074e-10
"ENSG00000135678",669.433790646346,-2.89378120990999,0.440106748745345,1.0455637821165e-12,1.23226226496067e-10
"ENSG00000152669",102.269016023225,4.03683223081239,0.602604959460513,1.14114418840287e-12,1.33655627085174e-10
"ENSG00000225335",60.2159672911156,-3.06348558922271,0.466115699879616,1.1827611162868e-12,1.37302268371341e-10
"ENSG00000169710",3542.36947979683,2.19516576666471,0.333678172935551,1.18684147767559e-12,1.37302268371341e-10
"ENSG00000141582",392.355805879172,1.79693996311022,0.272816614106066,1.38822238724736e-12,1.59620180221485e-10
"ENSG00000108821",19842.2427153383,3.55111383053845,0.537462174122503,1.43938348633385e-12,1.64499723647257e-10
"ENSG00000109084",736.721992066643,1.76562507286778,0.268717472935523,1.54513322137095e-12,1.75521549128868e-10
"ENSG00000151388",228.512942423771,3.84937557423342,0.580678825028267,1.59847782009088e-12,1.80493989541639e-10
"ENSG00000152580",58.1768446510967,-4.02320982319419,0.609125301623125,2.10874115285374e-12,2.3669364237716e-10
"ENSG00000145293",814.487184899362,1.40031640311612,0.215248197348397,2.2368601865182e-12,2.49588594894519e-10
"ENSG00000211938",387.967337418836,-3.45220593106592,0.529571742152616,2.35160730328356e-12,2.60848581870695e-10
"ENSG00000174358",304.460824096381,-5.83613874255195,0.894844154432486,2.47791372102912e-12,2.73251573318399e-10
"ENSG00000034971",30.9784162234743,-7.76659863730729,1.26347875840386,2.61122874028923e-12,2.86278722997872e-10
"ENSG00000075702",158.288841926647,2.28032452073879,0.354441830807249,2.8977225318242e-12,3.15851755968838e-10
"ENSG00000138735",492.407166286128,-1.92706848708247,0.298744475143522,3.27230500074596e-12,3.54631352868199e-10
"ENSG00000176533",78.8314970217708,-2.56872803685542,0.402948234925896,3.71447513717729e-12,4.00250615210012e-10
"ENSG00000233041",6503.91185045779,-2.72884120730969,0.428359642265597,3.81328441553761e-12,4.0856309218064e-10
"ENSG00000239672",557.101265834294,1.83711072298161,0.287372350497295,4.88696571057582e-12,5.20641313018804e-10
"ENSG00000120498",37.077732257517,-4.89412577459003,0.752935476053442,4.95160003229304e-12,5.24563605668258e-10
"ENSG00000101665",462.35923796988,-1.81806338148606,0.284871409332979,5.25318595984363e-12,5.53404065054589e-10
"ENSG00000185432",1364.4510417537,-2.46651469907724,0.390097631490544,5.35260580027345e-12,5.60744930976425e-10
"ENSG00000162670",33.6221274746906,-4.69104655461422,0.722907634478647,5.43843719562932e-12,5.66589006618686e-10
"ENSG00000147536",149.269107398647,2.09589775015956,0.332360990458107,7.49227848298875e-12,7.76274150295159e-10
"ENSG00000087303",361.861750965118,2.33822831207021,0.374016553522571,8.97927484730807e-12,9.25257845878078e-10
"ENSG00000181061",1543.87838722498,-1.92571437755077,0.307371017989937,1.06977149994613e-11,1.09634136817849e-09
"ENSG00000068650",931.2740011155,2.14103940206987,0.343862942088126,1.20057992182087e-11,1.22374786950141e-09
"ENSG00000165912",150.164045336292,2.74541137016174,0.443887429712499,1.25060240914983e-11,1.26788223813647e-09
"ENSG00000080493",1680.19970854257,-4.6860145131665,0.737117613460611,1.25742914302617e-11,1.26798616845158e-09
"ENSG00000164120",1425.95564154882,-3.87515914886911,0.615506519458985,1.38658998338255e-11,1.39079400620451e-09
"ENSG00000211966",621.479785208426,-3.51606461936433,0.563783635201116,1.5107409682987e-11,1.50730383276236e-09
"ENSG00000164542",77.7484128393183,2.31061029617549,0.375336239284648,1.66369150472784e-11,1.651170037087e-09
"ENSG00000170373",115.261456626452,5.72471916142146,0.918356001895699,1.6954581385398e-11,1.67388765018037e-09
"ENSG00000065328",178.972293763931,2.5706811140457,0.419005036439308,1.70534435083097e-11,1.67487908456353e-09
"ENSG00000113739",315.765074546598,4.56210264544345,0.726164857211096,1.99478884598856e-11,1.94900172377234e-09
"ENSG00000184809",241.123382328049,-6.61706707241768,1.09374085022986,2.03277687989896e-11,1.97588008372447e-09
"ENSG00000135245",401.093840101061,2.88085375350724,0.471935413040164,2.15636163995669e-11,2.08525699716222e-09
"ENSG00000150593",4024.40370774643,-2.19471791547189,0.358700187461852,2.26432850955826e-11,2.17849197473163e-09
"ENSG00000013573",692.959158498129,1.54009074632338,0.250680086879413,2.31006057322374e-11,2.21120874260305e-09
"ENSG00000147655",32.4272585764627,-5.44550709488478,0.877488014934224,2.47556076327425e-11,2.35765905621528e-09
"ENSG00000197892",1908.20610358847,-1.55410690561383,0.25375775730483,2.61041179088204e-11,2.47359473068656e-09
"ENSG00000188373",1923.41770748241,-2.9793005965066,0.490216495967841,2.67121476897229e-11,2.51855484492552e-09
"ENSG00000154263",53.940003116963,-3.49179839642082,0.570927834935927,3.11566167099297e-11,2.92298667313007e-09
"ENSG00000122756",38.3156344843696,-7.11981645853235,1.21571222764575,3.39770352959796e-11,3.1718067058232e-09
"ENSG00000151892",109.4089157134,-2.9120518286574,0.484149999155141,3.79319949648181e-11,3.52356467513091e-09
"ENSG00000118785",4963.67522705398,5.52741446543636,0.903076031991915,3.93260912376738e-11,3.63515736504321e-09
"ENSG00000095110",1277.65878039554,-4.84060839956982,0.78818062269957,4.68716473101593e-11,4.31150562598866e-09
"ENSG00000140534",160.261174395122,1.95382780833547,0.324413916306667,4.71282439997334e-11,4.31406454904356e-09
"ENSG00000188157",2404.25868872367,1.43558333571992,0.238980520585354,5.40219862038870e-11,4.92122026012898e-09
"ENSG00000178537",476.708614234628,-1.54402557828217,0.257376771349665,5.6448712505554e-11,5.11756428710208e-09
"ENSG00000105989",69.2340646282737,5.32023032521471,0.876910753926875,6.17696401643309e-11,5.57315839511382e-09
"ENSG00000181588",401.899707775678,1.60493759024364,0.268400357765671,6.39613301383388e-11,5.74342286866026e-09
"ENSG00000121858",1542.05117805999,-1.94369854728656,0.325917757351444,6.74644970791743e-11,6.0292797223791e-09
"ENSG00000123975",976.734450018566,2.01139193953016,0.339882924722002,8.57071871137033e-11,7.62349258209011e-09
"ENSG00000102265",2536.90315133976,2.21719615829384,0.376731311171894,9.15214679968172e-11,8.10244282636611e-09
"ENSG00000239855",250.921046839973,-4.05943126907948,0.676412646415427,9.30971630632468e-11,8.20342618637217e-09
"ENSG00000132915",81.5813460333018,-4.93612091009842,0.820618387602976,9.78384076512861e-11,8.58111094455955e-09
"ENSG00000187824",161.364879600272,-3.60153177092637,0.607382942718131,1.04425590016176e-10,9.11645069877325e-09
"ENSG00000062038",768.496661744836,5.45871534033416,0.920899708496816,1.29310039229861e-10,1.12368636394355e-08
"ENSG00000131781",790.163658789221,-2.5793154323585,0.445351517572131,1.36711079457653e-10,1.1825508373087e-08
"ENSG00000134184",123.631540178742,-6.98860179912224,1.24660486379076,1.6589270991411e-10,1.42841955746592e-08
"ENSG00000124205",378.523539697471,-5.04502962291545,0.852638998971301,1.68413809139618e-10,1.4435359995208e-08
"ENSG00000132341",5000.42084636804,1.40828273679846,0.242511141977094,1.83540530118809e-10,1.56607410699112e-08
"ENSG00000139117",202.350060325182,-2.60540227205833,0.454481637687506,1.92530599080343e-10,1.63397491903135e-08
"ENSG00000138193",995.106375896817,-2.15606839875036,0.374023183929296,1.93231376647394e-10,1.63397491903135e-08
"ENSG00000215193",1680.63313299066,-1.82026474118982,0.314661597826101,2.02049869533047e-10,1.70091713829672e-08
"ENSG00000181826",121.363690629055,-1.79226220076998,0.310271684958782,2.13364732404425e-10,1.788186115089e-08
"ENSG00000072110",3175.06836007686,1.31319514352125,0.226710074668953,2.16045345588421e-10,1.8026403016641e-08
"ENSG00000101444",4146.68402934227,1.69367891581474,0.294064263081633,2.37528867662449e-10,1.97316381388141e-08
"ENSG00000059728",1502.16836671607,-2.04912945586612,0.357909983013553,2.58612619424473e-10,2.13888515986284e-08
"ENSG00000140525",676.682798127131,1.76862984808495,0.308206226993769,2.668321721159e-10,2.19722893868538e-08
"ENSG00000135446",1262.00099626077,1.5701539764704,0.273659375100786,2.69419191116069e-10,2.20888595081553e-08
"ENSG00000196411",2071.62328619243,1.80676614333773,0.315184643129831,2.74469479964249e-10,2.24055020938781e-08
"ENSG00000203859",581.425228884297,-8.78178724746275,1.7282536820652,2.85317303960747e-10,2.31906396585681e-08
"ENSG00000128482",36.1441293917585,-2.91038417304036,0.515253989864109,3.3102169742129e-10,2.67900263874389e-08
"ENSG00000186417",100.637586135606,-5.19498940630197,0.897833421682458,3.35725408064552e-10,2.70545898285182e-08
"ENSG00000116209",4898.79314333958,-1.68066849673138,0.295130881825199,3.45877312185426e-10,2.77540786207684e-08
"ENSG00000157193",199.619238211444,2.54562897099202,0.45273468228746,3.65710448303064e-10,2.9221194591741e-08
"ENSG00000016490",9163.62356769766,-5.72881179048042,1.00483286312371,3.84636555977781e-10,3.06037617555823e-08
"ENSG00000211895",14620.689627257,-3.51651846815784,0.617842060127232,3.8694405569358e-10,3.06580002445959e-08
"ENSG00000187091",424.830242657958,-2.17645148289249,0.386308665508963,4.03476994565968e-10,3.18341660524287e-08
"ENSG00000140263",1046.23856413764,1.2965533013855,0.228489414427745,4.44266487484254e-10,3.49063881437107e-08
"ENSG00000071991",33.9683607853829,-4.75372693176473,0.825976711291748,4.48857561700391e-10,3.51207761036692e-08
"ENSG00000160408",1800.80282701876,-3.41648926193181,0.605789340563035,4.80666334892663e-10,3.7454235855665e-08
"ENSG00000101255",830.016533145382,3.70756887906443,0.653373996770098,4.90472891549706e-10,3.80611000656494e-08
"ENSG00000112759",911.824435646882,1.71981280343197,0.305577932074209,5.0490436747698e-10,3.90204166291533e-08
"ENSG00000174236",27.2556117419317,-5.07093273097782,0.886806052462505,5.15795413405802e-10,3.96994045330335e-08
"ENSG00000153303",390.499345911343,-2.02681620968533,0.361906395970689,5.32402099704835e-10,4.08110016021711e-08
"ENSG00000089685",525.122856345256,1.92004268448636,0.342912871818626,5.64571144880055e-10,4.31016926275433e-08
"ENSG00000074696",1824.04273686717,1.50462823333435,0.268322150759014,5.74682920083772e-10,4.36967573549181e-08
